"date","min","max","median"
"7/24/2023","1","39.1","3.1"
"7/25/2023","3.3","8.1","5.7"
"7/26/2023","4.2","12.6","5.8"
"7/27/2023","1.6","26.5","6.4"
"7/28/2023","0.4","22.4","1.6"
"7/29/2023","0.9","28.6","1.9"
"7/30/2023","1.2","53.5","3.9"
"7/31/2023","1.5","40.3","4.5"
"8/1/2023","3.2","30.9","5.4"
"8/2/2023","2","20.3","5.15"
"8/3/2023","4.5","159.9","7.2"
"8/4/2023","4","121.6","7"
"8/5/2023","4","17.1","6.4"
"8/6/2023","3.1","13.1","5.4"
"8/7/2023","1.4","17.7","3.8"
"8/8/2023","0.5","11","1.45"
"8/9/2023","0.9","27.8","1.7"
"8/10/2023","0.8","19.7","2.29"
"8/11/2023","2.8","19.1","5.15"
"8/12/2023","1","19.9","2.5"
"8/13/2023","1.3","34.7","4.2"
"8/14/2023","1.5","89","5.7"
"8/15/2023","1.2","189.1","4.7"
"8/16/2023","1.7","11.7","3.6"
"8/17/2023","1.1","65.7","2.6"
"8/18/2023","3.8","35.8","4.9"
"8/19/2023","1.7","75.6","3.5"
"8/20/2023","1.7","70.2","4.6"
"8/21/2023","3.4","15.9","5.7"
"8/22/2023","1.3","9.2","2.7"
"8/23/2023","0.8","22.1","2.2"
"8/24/2023","0.8","60","3"
"8/25/2023","0.9","58.6","2.7"
"8/26/2023","1.4","7.7","3.2"
"8/27/2023","4.7","42.6","8.1"
"8/28/2023","3.9","83.3","6.7"
"8/29/2023","2.3","5.6","3.7"
"8/30/2023","2.9","9.2","4.9"
"8/31/2023","1.5","41.9","4.9"
"9/1/2023","4.5","23","8.1"
"9/2/2023","1.5","14.6","4.9"
"9/3/2023","1.3","40.9","3.8"
"9/4/2023","3.3","22.8","6.5"
"9/5/2023","1.6","30.6","3.8"
"9/6/2023","1.5","61.7","4"
"9/7/2023","0.6","45.2","2.2"
"9/8/2023","0.4","85.6","1.7"
"9/9/2023","0.2","61.8","1.4"
"9/10/2023","1.2","7.6","2.5"
"9/11/2023","1.9","11.8","5.8"
"9/12/2023","2.1","34.4","5.8"
"9/13/2023","2.3","29.4","7.7"
"9/14/2023","1.1","16.5","3.9"
"9/15/2023","3.9","15.6","5.1"
"9/16/2023","3.4","36.5","5.5"
"9/17/2023","2.3","45.1","7.1"
"9/18/2023","4","15.8","5.7"
"9/19/2023","4.6","45","7.5"
"9/20/2023","3.6","20.6","8"
"9/21/2023","2.2","93.4","5.2"
"9/22/2023","1.6","17.1","5.95"
"9/23/2023","1.6","12.8","4.5"
"9/24/2023","1.9","50.6","5.8"
"9/25/2023","2","82.5","17.64"
"9/26/2023","2.5","103.1","11.4"
"9/27/2023","3.1","67.5","9.1"
"9/28/2023","2.9","80.7","8"
"9/29/2023","3.6","46.2","10.5"
"9/30/2023","3.7","118.7","9.8"
"10/1/2023","3.7","43.8","8.3"
"10/2/2023","1.3","58","4.3"
"10/3/2023","1.2","25.5","8.4"
"10/4/2023","3.6","14.6","6.3"
"10/5/2023","1.1","23.9","6.3"
"10/6/2023","0.5","11.8","2"
"10/7/2023","1.2","6.4","2.9"
"10/8/2023","0.1","3","0.7"
"10/9/2023","0.1","4.9","0.5"
"10/11/2023","0.7","8.8","3.3"
"10/12/2023","1.3","5.1","2.9"
"10/13/2023","3.8","22.1","7.8"
"10/14/2023","3","14","5.8"
"10/15/2023","2.9","24.2","5.8"
"10/16/2023","0","14.9","2.2"
"10/17/2023","0.6","2.8","2.1"
"10/18/2023","1.3","10.5","6.7"
"10/19/2023","4.7","23.7","8.5"
"10/20/2023","2.7","9.8","5.9"
"10/21/2023","0.1","22","1.1"
"10/22/2023","1","21.6","5.3"
"10/23/2023","0.3","25.2","10.2"
"10/24/2023","0.3","4","1.7"
"10/25/2023","1","7.5","2.7"
"10/26/2023","0.2","5.9","2.1"
"10/27/2023","1.4","22.5","9.3"
"10/28/2023","0.1","10.2","0.9"
"10/29/2023","0.5","4.4","1.3"
"10/30/2023","1.4","8.6","3.65"
"10/31/2023","2.5","12.3","5.5"
"11/1/2023","0.9","26.9","9.44"
"11/2/2023","0.4","30.5","3.3"
"11/3/2023","1.5","15.4","3.7"
"11/4/2023","3.3","15.9","7.9"
"11/5/2023","1.1","10.1","5.7"
"11/6/2023","0.6","37.9","3"
"11/7/2023","0.9","35.6","2.6"
"11/8/2023","1.7","8.5","4.5"
"11/9/2023","0.1","10.1","3.2"
"11/10/2023","4.6","16.4","9.2"
"11/11/2023","3.7","13.7","9.5"
"11/12/2023","0.7","5.6","1.4"
"11/13/2023","2","10","5.6"
"11/14/2023","1.7","18.7","6.9"
"11/15/2023","3.8","18.7","9.4"
"11/16/2023","0.7","18","10.9"
"11/17/2023","2.4","14.3","9.2"
"11/18/2023","2.4","9.5","3.5"
"11/20/2023","1.5","4.7","2.8"
"11/21/2023","2.7","12.5","5.3"
"11/22/2023","1.8","10","4.9"
"11/23/2023","1.1","13.1","5.9"
"11/24/2023","4.2","11","6.5"
"11/25/2023","2.5","34.3","5"
"11/26/2023","0.4","12.9","2.4"
"11/27/2023","0.3","5.7","1.9"
"11/28/2023","5","8.3","6.15"
"11/29/2023","1.7","11.7","5.5"
"11/30/2023","1.8","15","5.8"
"12/1/2023","2.6","21.6","9"
"12/2/2023","3.8","14.3","8.8"
"12/3/2023","0.7","32.9","4.45"
"12/4/2023","1","13.4","3.9"
"12/5/2023","4.8","17.9","9.3"
"12/6/2023","4.3","8.6","6.5"
"12/7/2023","2.1","4.8","3.2"
"12/8/2023","2.3","5.1","3.6"
"12/9/2023","1.7","6.4","3.4"
"12/10/2023","1.5","5.1","3.1"
"12/11/2023","1.8","8","3.2"
"12/12/2023","1.5","7.7","3.4"
"12/13/2023","1.3","15.4","3.5"
"12/14/2023","2.9","10.2","5.2"
"12/15/2023","1.8","28.3","5.2"
"12/16/2023","1.5","18.6","7.2"
"12/17/2023","3.8","20","8.2"
"12/18/2023","3.6","20.9","8.8"
"12/19/2023","4.4","20.2","10.1"
"12/20/2023","5.7","18.4","10.2"
"12/21/2023","5.2","40.4","18.4"
"12/22/2023","6","19.1","10.9"
"12/23/2023","3.3","15.4","7.5"
"12/24/2023","2.1","11.4","5.1"
"12/25/2023","2.1","13.7","5.2"
"12/26/2023","0.6","8.3","2.2"
"12/27/2023","0.1","4.5","1.1"
"12/28/2023","0.2","10.4","1.65"
"12/29/2023","4.4","15.8","9.3"
"12/30/2023","8.8","15.4","12.6"
"12/31/2023","1","6.6","1.9"
"1/1/2024","1.4","11","7.7"
"1/2/2024","0.8","16.9","4.7"
"1/3/2024","2.2","10.4","6.2"
"1/4/2024","5.9","12.9","8.3"
"1/5/2024","4.2","13.4","8.4"
"1/6/2024","5.1","22.1","10.2"
"1/7/2024","2.1","12","6.2"
"1/8/2024","1.7","6.6","3.3"
"1/9/2024","1.8","13.5","4.59"
"1/10/2024","1.2","19.8","4.5"
"1/11/2024","0.5","11.7","9"
"1/12/2024","0.3","7.7","1.1"
"1/13/2024","4.8","38.5","11"
"1/14/2024","1.8","13.5","7.65"
"1/15/2024","6.7","20.3","11.9"
"1/16/2024","2.3","32.4","8.3"
"1/17/2024","1.1","14","6.7"
"1/18/2024","1","14.5","4.7"
"1/19/2024","0.7","44.7","7.2"
"1/20/2024","0.6","10.5","3.9"
"1/21/2024","2","14.9","6.6"
"1/22/2024","3.5","13.6","9.1"
"1/23/2024","2.6","12.6","5.8"
"1/24/2024","4.4","14.4","9.1"
"1/25/2024","3.5","14.9","6.8"
"1/26/2024","11.1","33.4","17.8"
"1/27/2024","8.3","21.4","15.55"
"1/28/2024","4.2","21.1","11.9"
"1/29/2024","4.1","15.4","11.5"
"1/30/2024","4.2","13.6","7.4"
"1/31/2024","10.5","35.4","17.25"
"2/1/2024","11.2","28.2","16.1"
"2/2/2024","0.5","18.3","2.9"
"2/3/2024","1.6","11.2","4.9"
"2/4/2024","0.7","7","2"
"2/5/2024","0.4","8.5","3.1"
"2/6/2024","0.2","16.6","1.5"
"2/7/2024","0.2","12.4","4.3"
"2/8/2024","0.2","4.7","1.4"
"2/9/2024","1.6","6.7","2.8"
"2/10/2024","0.5","4.9","1.4"
"2/11/2024","0.4","16.6","3.8"
"2/12/2024","3.4","14.8","8.2"
"2/13/2024","8.5","30.1","12.2"
"2/14/2024","6.8","15.2","10.9"
"2/15/2024","1.7","9.9","4"
"2/16/2024","1.7","3.7","2.3"
"2/17/2024","1.5","11.1","2.5"
"2/18/2024","0.3","21.8","9.5"
"2/19/2024","0","3.3","0.6"
"2/20/2024","1.4","6.7","3.2"
"2/21/2024","3.7","10.8","7.4"
"2/22/2024","7.3","16.7","12.2"
"2/23/2024","6.4","20.4","14.2"
"2/24/2024","2","18.9","6"
"2/25/2024","1.7","4.4","3.1"
"2/26/2024","2","6","3.2"
"2/27/2024","2","5.2","2.9"
"2/28/2024","1.4","6.8","2.9"
"2/29/2024","2.7","11.9","6.1"
"3/1/2024","3.1","13.6","5.8"
"3/2/2024","0.6","5.9","4.2"
"3/3/2024","0.9","5.4","4.15"
"3/4/2024","2.1","8.7","5.5"
"3/5/2024","2.3","11.4","6.3"
"3/6/2024","5.4","13.5","10.8"
"3/7/2024","5.3","11.3","6.75"
"3/8/2024","5","24.6","7.7"
"3/9/2024","1.3","15.2","3.2"
"3/10/2024","1.9","14.9","4.5"
"3/11/2024","0.9","17.8","3.2"
"3/12/2024","3","19.9","6.7"
"3/13/2024","0.9","10.5","2.9"
"3/14/2024","1.4","14","6.3"
"3/15/2024","8","13.2","10.5"
"3/16/2024","5.5","24.1","8.7"
"3/17/2024","13","31","21.8"
"3/18/2024","8.3","18.2","15.7"
"3/19/2024","7.6","28.5","15.55"
"3/20/2024","1.3","8.2","3.5"
"3/21/2024","3.7","14.9","7.1"
"3/22/2024","3.9","6","4.8"
"3/23/2024","11.4","20","16.45"
"3/24/2024","6.7","13.9","11.7"
"3/25/2024","2.6","11.1","4.7"
"3/26/2024","1.5","12.3","7.3"
"3/27/2024","9.4","39.5","12.9"
"3/28/2024","1.3","25.9","5.8"
"3/29/2024","1.1","6.9","2.5"
"3/30/2024","0.9","6.6","2.3"
"3/31/2024","1.1","7.8","3.2"
"4/1/2024","1.5","8.9","3.6"
"4/2/2024","1.8","5.8","3.6"
"4/3/2024","0.2","6.9","2"
"4/4/2024","0.8","4.3","1.2"
"4/5/2024","0.6","9.8","3.8"
"4/6/2024","5.6","14.6","11.6"
"4/7/2024","4.1","8","6.5"
"4/8/2024","1.4","11.5","7"
"4/9/2024","1.3","57.5","4.9"
"4/10/2024","1.5","26.7","6.15"
"4/11/2024","2.3","15.7","5.6"
"4/12/2024","1.3","32.9","2.7"
"4/13/2024","0.9","8.3","2.7"
"4/14/2024","1.5","6.7","3.3"
"4/15/2024","0.2","4.9","2"
"4/16/2024","1.3","23.2","13.7"
"4/17/2024","2.9","13.4","6.8"
"4/18/2024","1.1","10.4","3.85"
"4/19/2024","0.1","11.6","1.7"
"4/20/2024","1","13.2","2.2"
"4/21/2024","0.2","4","1.5"
"4/22/2024","0.2","2.6","0.7"
"4/23/2024","0.5","3.3","1.4"
"4/24/2024","1.6","3.9","2.7"
"4/25/2024","2.6","8.3","3.5"
"4/26/2024","5","23.2","7"
"4/27/2024","1.4","17","3.7"
"4/28/2024","1.2","8.3","5.1"
"4/29/2024","0.6","4.2","1.3"
"4/30/2024","0.3","5.1","0.7"
"5/1/2024","0.5","39.5","0.9"
"5/2/2024","1.1","5.5","2.04"
"5/3/2024","1.1","11.2","1.9"
"5/4/2024","0.5","15","1.9"
"5/5/2024","0.8","16.8","1.5"
"5/6/2024","0.9","8.8","1.8"
"5/7/2024","0.6","11.3","2.4"
"5/8/2024","0.8","4.4","1.4"
