"date,""min"",""max"",""median"",""q1"",""q3"",""stdev"",""count"""
"7/2/2021,""2.9"",""23.02"",""7.35"",""5.09"",""8.8"",""3.723"",""219"""
"7/3/2021,""1.5"",""95.92"",""6.62"",""4.83"",""7.7"",""5.834"",""325"""
"7/4/2021,""2.85"",""10.78"",""6.07"",""4.7"",""7.47"",""1.622"",""308"""
"7/5/2021,""2"",""16.85"",""5.45"",""3.93"",""8.71"",""3.069"",""253"""
"7/6/2021,""2.15"",""23.38"",""7.2"",""5.59"",""9.8"",""4.085"",""241"""
"7/7/2021,""2.75"",""39.29"",""5.7"",""4.7"",""8.13"",""6.169"",""158"""
"7/8/2021,""1.1"",""10.65"",""3.27"",""2.04"",""4.12"",""1.798"",""287"""
"7/9/2021,""3.55"",""14.8"",""5.7"",""4.78"",""9.88"",""3.13"",""276"""
"7/10/2021,""3.92"",""16.97"",""7.05"",""6.17"",""11.53"",""2.984"",""319"""
"7/11/2021,""4.55"",""16.77"",""8.52"",""6.91"",""9.85"",""2.12"",""340"""
"7/12/2021,""4.05"",""16.75"",""6.62"",""5.84"",""12.84"",""3.744"",""261"""
"7/13/2021,""1.2"",""26.15"",""4.8"",""2.52"",""6.74"",""5.645"",""228"""
"7/14/2021,""1.25"",""15.32"",""3.83"",""2.08"",""5.53"",""2.381"",""250"""
"7/15/2021,""1.5"",""24.75"",""5.72"",""2.85"",""8.19"",""3.512"",""302"""
"7/16/2021,""1.22"",""32.88"",""5.14"",""3.42"",""9.73"",""4.713"",""262"""
"7/17/2021,""4.33"",""27.85"",""12.93"",""9.19"",""15"",""4.248"",""323"""
"7/18/2021,""5.4"",""32.53"",""11.12"",""9.19"",""12.6"",""2.954"",""273"""
"7/19/2021,""7.42"",""381.97"",""11.25"",""9.88"",""13.5"",""41.4"",""243"""
"7/20/2021,""6.03"",""43.83"",""10.88"",""9.33"",""14.3"",""3.691"",""259"""
"7/21/2021,""3.65"",""14.4"",""8.69"",""5.83"",""9.73"",""2.449"",""268"""
"7/22/2021,""2.1"",""20.9"",""10.84"",""4.7"",""13.99"",""5.079"",""240"""
"7/23/2021,""1.07"",""16.32"",""2.2"",""1.77"",""2.65"",""1.396"",""294"""
"7/24/2021,""1.07"",""13.72"",""2.52"",""1.7"",""3.5"",""1.533"",""284"""
"7/25/2021,""2.42"",""19.67"",""7.32"",""4.92"",""9.77"",""3.428"",""302"""
"7/26/2021,""1.55"",""19.3"",""5.87"",""3.74"",""10.62"",""4.07"",""324"""
"7/27/2021,""3.25"",""11.9"",""5.8"",""5.04"",""7.17"",""1.789"",""341"""
"7/28/2021,""3.42"",""82.22"",""6.25"",""5.03"",""7.5"",""5.426"",""343"""
"7/29/2021,""2.92"",""23.75"",""5.45"",""4.7"",""7.5"",""4.069"",""295"""
"7/30/2021,""4.97"",""21.23"",""8.58"",""7.23"",""10.26"",""2.344"",""241"""
"7/31/2021,""3.62"",""67.34"",""10.24"",""6.93"",""17.71"",""7.649"",""256"""
"8/1/2021,""3.72"",""19.05"",""11.28"",""7.14"",""13.48"",""3.821"",""241"""
"8/2/2021,""3.87"",""29.95"",""10.98"",""8.32"",""17.51"",""6.401"",""245"""
"8/3/2021,""4.7"",""36.35"",""17.42"",""10.98"",""22.65"",""6.893"",""254"""
"8/4/2021,""0.88"",""17.23"",""3.79"",""1.6"",""12.37"",""5.327"",""214"""
"8/5/2021,""1.52"",""14.5"",""6.48"",""3.98"",""8.6"",""3.156"",""242"""
"8/6/2021,""2"",""16.32"",""8.53"",""4.95"",""10.56"",""3.467"",""312"""
"8/7/2021,""2.75"",""297.75"",""8.18"",""6.09"",""10.62"",""24.604"",""313"""
"8/8/2021,""4.65"",""24.75"",""11.18"",""9.35"",""14.47"",""3.598"",""287"""
"8/9/2021,""3.12"",""25.08"",""9.02"",""6.74"",""14.14"",""5.052"",""221"""
"8/10/2021,""5.58"",""35.6"",""18.6"",""9.98"",""26.57"",""8.223"",""291"""
"8/11/2021,""8.48"",""38.02"",""18.39"",""13.28"",""28.87"",""7.687"",""235"""
"8/12/2021,""5.95"",""56.18"",""14.44"",""12.45"",""18.32"",""5.071"",""278"""
"8/13/2021,""5.2"",""21.3"",""7.62"",""6.8"",""10.7"",""3.606"",""529"""
"8/14/2021,""3.02"",""12.68"",""4.65"",""4.08"",""5.7"",""1.398"",""443"""
"8/15/2021,""3.62"",""31.15"",""16.64"",""10.65"",""22.7"",""7.474"",""459"""
"8/16/2021,""3.42"",""86.28"",""8.38"",""5.05"",""18.32"",""9.101"",""515"""
"8/17/2021,""2.77"",""55.63"",""14.4"",""7.24"",""27.12"",""12.005"",""537"""
"8/18/2021,""14.5"",""43.73"",""25.09"",""21.19"",""33.02"",""6.998"",""396"""
"8/19/2021,""11.4"",""44.8"",""26.52"",""18.39"",""33.45"",""8.289"",""511"""
"8/20/2021,""5.42"",""44.15"",""11.64"",""9.68"",""15.4"",""5.021"",""502"""
"8/21/2021,""6.92"",""23.25"",""13.93"",""9.86"",""17.32"",""4.457"",""540"""
"8/22/2021,""2.27"",""18.12"",""7.04"",""3.54"",""10.48"",""4.584"",""500"""
"8/23/2021,""2.1"",""17.95"",""5.11"",""3.76"",""6.85"",""2.396"",""544"""
"8/24/2021,""3"",""28.3"",""8.05"",""4.23"",""10.74"",""3.702"",""480"""
"8/25/2021,""3.1"",""51.7"",""9"",""5.35"",""12.03"",""5.183"",""519"""
"8/26/2021,""7.05"",""46.75"",""20.43"",""14.4"",""24.23"",""7.302"",""355"""
"8/27/2021,""6.03"",""43.28"",""18.07"",""12.93"",""26.55"",""9.114"",""414"""
"8/28/2021,""6.17"",""44.73"",""24.47"",""18.62"",""38.2"",""10.55"",""363"""
"8/29/2021,""3.12"",""19.77"",""6.78"",""5.69"",""8.32"",""4.027"",""388"""
"8/30/2021,""3.42"",""12.9"",""6.87"",""5.83"",""9.48"",""2.298"",""519"""
"8/31/2021,""9.18"",""150.9"",""14.63"",""12.4"",""37.17"",""17.096"",""516"""
"9/1/2021,""2.67"",""37.42"",""15.66"",""8.33"",""21.25"",""7.693"",""422"""
"9/2/2021,""1.35"",""20.02"",""5.7"",""4.11"",""9.07"",""4.719"",""508"""
"9/3/2021,""0.33"",""8.52"",""1.85"",""1.05"",""3.58"",""2.054"",""539"""
"9/4/2021,""1.65"",""11.43"",""4.84"",""3.6"",""6.22"",""2.023"",""535"""
"9/5/2021,""0.8"",""13.72"",""3"",""1.9"",""3.92"",""1.474"",""454"""
"9/6/2021,""0.56"",""186.32"",""3.1"",""1.4"",""6.03"",""18.341"",""472"""
"9/7/2021,""0.93"",""46.7"",""5.17"",""2.6"",""7.12"",""5.646"",""425"""
"9/8/2021,""1.8"",""29.37"",""7.83"",""4.47"",""10.9"",""3.89"",""563"""
"9/9/2021,""2.8"",""39.5"",""8.69"",""4.47"",""15.83"",""10.566"",""484"""
"9/10/2021,""4.65"",""49.7"",""19.57"",""7.87"",""29.32"",""11.825"",""546"""
"9/11/2021,""3.33"",""101.45"",""15.46"",""7.59"",""21.95"",""8.252"",""520"""
"9/12/2021,""2.35"",""53.23"",""9"",""4.72"",""11.78"",""6.361"",""559"""
"9/13/2021,""2.62"",""30.55"",""9.07"",""4.53"",""18.07"",""7.771"",""548"""
"9/14/2021,""3.17"",""67.05"",""15.14"",""7.72"",""23.16"",""9.281"",""528"""
"9/15/2021,""1.14"",""20.3"",""7.67"",""2.4"",""9.85"",""4.473"",""543"""
"9/16/2021,""1.55"",""32.83"",""6.47"",""2.72"",""10.4"",""6.18"",""553"""
"9/17/2021,""2.6"",""59.77"",""8.73"",""5.99"",""12.69"",""8.732"",""561"""
"9/18/2021,""3.1"",""229.63"",""11.12"",""6.67"",""14.33"",""13.925"",""551"""
"9/19/2021,""5.09"",""33.38"",""14.93"",""10"",""25.23"",""7.569"",""559"""
"9/20/2021,""0.7"",""43.8"",""6.65"",""2.79"",""20.99"",""11.344"",""553"""
"9/21/2021,""1.55"",""20.43"",""8.02"",""5"",""9.77"",""3.134"",""546"""
"9/22/2021,""2.2"",""16.64"",""5.3"",""3.7"",""9.56"",""3.388"",""549"""
"9/23/2021,""7.92"",""209.77"",""16.87"",""12.78"",""20.39"",""20.149"",""572"""
"9/24/2021,""1.82"",""19.3"",""5.35"",""4.4"",""9.03"",""4.418"",""461"""
"9/25/2021,""2.6"",""28.7"",""8.6"",""6.3"",""18.07"",""7.239"",""565"""
"9/26/2021,""1.57"",""77.75"",""3.91"",""3"",""6.72"",""6.12"",""534"""
"9/27/2021,""0.42"",""10.23"",""3.52"",""2.2"",""6.05"",""2.394"",""453"""
"9/28/2021,""3.65"",""17.8"",""9.48"",""6.6"",""11.73"",""3.167"",""563"""
"9/29/2021,""4.17"",""28.57"",""11.15"",""9.08"",""14.4"",""4.66"",""555"""
"9/30/2021,""2.5"",""41.28"",""12.1"",""4.9"",""16.45"",""8.032"",""543"""
"10/1/2021,""2.52"",""51.02"",""7.99"",""4.58"",""12.25"",""5.874"",""534"""
"10/2/2021,""1.95"",""44.77"",""7.7"",""5.39"",""10.29"",""4.472"",""537"""
"10/3/2021,""2.45"",""288.2"",""15.93"",""6.04"",""21.18"",""18.905"",""556"""
"10/4/2021,""2.62"",""25.88"",""11.33"",""9.35"",""15.25"",""4.863"",""483"""
"10/5/2021,""4.17"",""68.2"",""11.4"",""6.37"",""15.05"",""5.701"",""339"""
"10/6/2021,""2.42"",""221.13"",""5"",""4.11"",""6.19"",""13.166"",""476"""
"10/7/2021,""2.15"",""15.8"",""5.53"",""4.29"",""8.48"",""3.119"",""569"""
"10/8/2021,""2.65"",""31.37"",""5.15"",""4.15"",""7.11"",""5.113"",""548"""
"10/9/2021,""3.52"",""256.73"",""6.33"",""5.25"",""9.69"",""11.789"",""555"""
"10/10/2021,""3.6"",""75.95"",""8.09"",""5.75"",""10.19"",""4.112"",""550"""
"10/11/2021,""4.59"",""50.1"",""11.03"",""9.33"",""13.65"",""5.995"",""566"""
"10/12/2021,""5.45"",""57.73"",""16.07"",""8.73"",""39.92"",""16.836"",""403"""
"10/13/2021,""5.17"",""63.8"",""23.41"",""12.28"",""31.96"",""13.414"",""536"""
"10/14/2021,""5.47"",""57.9"",""15.7"",""10.28"",""24.9"",""11.525"",""427"""
"10/15/2021,""4.58"",""57.75"",""28.22"",""16.17"",""32.17"",""10.597"",""554"""
"10/16/2021,""6.72"",""49.23"",""15.58"",""11.32"",""29.1"",""10.323"",""557"""
"10/17/2021,""4.12"",""36.72"",""13.79"",""7.97"",""16"",""5.703"",""566"""
"10/18/2021,""3.7"",""95.97"",""13.02"",""8.9"",""20.05"",""8.828"",""546"""
"10/19/2021,""1.35"",""70.09"",""10.7"",""4.55"",""19.04"",""8.957"",""497"""
"10/20/2021,""1.32"",""104.65"",""8.83"",""4.43"",""13.05"",""15.464"",""541"""
"10/21/2021,""2.1"",""15.1"",""4.94"",""3.6"",""6.22"",""2.332"",""466"""
"10/22/2021,""4.62"",""75.2"",""15.6"",""8.99"",""19.63"",""7.183"",""561"""
"10/23/2021,""12.03"",""255.98"",""27.37"",""22.65"",""42.65"",""28.636"",""549"""
"10/24/2021,""1.57"",""223.32"",""10.93"",""5.08"",""15.68"",""19.473"",""562"""
"10/25/2021,""0.85"",""105.15"",""4.3"",""2.2"",""36.97"",""21.415"",""565"""
"10/26/2021,""2.5"",""550.15"",""19.05"",""9.88"",""42.5"",""51.979"",""452"""
"10/27/2021,""2.25"",""105.35"",""19.3"",""6.12"",""36.83"",""24.785"",""544"""
"10/28/2021,""15.95"",""94.28"",""38"",""27.7"",""67"",""22.149"",""539"""
"10/29/2021,""6.3"",""88.55"",""26.99"",""20.39"",""30.75"",""11.197"",""550"""
"10/30/2021,""5.47"",""89.5"",""26.94"",""15.95"",""40.54"",""21.047"",""562"""
"10/31/2021,""4.42"",""94.2"",""17.85"",""12.23"",""25.45"",""10.19"",""542"""
"11/1/2021,""12.82"",""51.3"",""22.02"",""18.67"",""27.4"",""8.664"",""537"""
"11/2/2021,""8.69"",""52.98"",""24.72"",""15.88"",""34.4"",""10.818"",""495"""
"11/3/2021,""17.27"",""84.55"",""32.04"",""26.19"",""38.36"",""10.321"",""520"""
"11/4/2021,""13.05"",""53.6"",""29.86"",""25.6"",""33.22"",""8.889"",""538"""
"11/5/2021,""13.58"",""43.9"",""29.97"",""25.13"",""35.38"",""6.847"",""552"""
"11/6/2021,""2.33"",""167.98"",""23"",""18.16"",""39.26"",""20.301"",""545"""
"11/7/2021,""2.92"",""257.7"",""20.39"",""11.43"",""31.15"",""22.781"",""551"""
"11/8/2021,""9.58"",""29.35"",""17.85"",""15.05"",""21.77"",""4.303"",""395"""
"11/9/2021,""1.7"",""64.3"",""20.41"",""3.6"",""37.4"",""20.745"",""532"""
"11/10/2021,""2.29"",""77.27"",""6.34"",""4.17"",""24.7"",""14.712"",""538"""
"11/11/2021,""4.87"",""48.65"",""13.89"",""8.67"",""24.45"",""11.631"",""522"""
"11/12/2021,""2.22"",""38.02"",""13"",""7.8"",""17.35"",""7.364"",""494"""
"11/13/2021,""8.13"",""135.65"",""30.7"",""20.52"",""47.45"",""30.639"",""542"""
"11/14/2021,""5.65"",""121.57"",""26.9"",""17.97"",""39.53"",""17.79"",""536"""
"11/15/2021,""3.22"",""61.63"",""11.74"",""7.06"",""27.72"",""10.809"",""540"""
"11/16/2021,""2.92"",""234.55"",""13.48"",""6.3"",""45.17"",""29.255"",""523"""
"11/17/2021,""9.63"",""119.13"",""31.84"",""16.77"",""64.81"",""25.976"",""402"""
"11/18/2021,""4.28"",""235.72"",""34.92"",""26.27"",""72.62"",""29.582"",""487"""
"11/19/2021,""22.58"",""115.4"",""38.54"",""32.83"",""64.15"",""22.009"",""455"""
"11/20/2021,""0.9"",""44.58"",""12.35"",""4.25"",""26.87"",""11.814"",""500"""
"11/21/2021,""1.35"",""16.52"",""6.35"",""4.34"",""9.56"",""3.093"",""553"""
"11/22/2021,""10"",""90.1"",""25.65"",""19.98"",""42.13"",""13.899"",""523"""
"11/23/2021,""3.27"",""61.02"",""8.27"",""6.7"",""12.28"",""10.855"",""540"""
"11/24/2021,""6"",""64.55"",""12.88"",""8.19"",""20.1"",""9.651"",""555"""
"11/25/2021,""5.9"",""53.45"",""14.75"",""11.84"",""19.09"",""9.183"",""540"""
"11/26/2021,""13.13"",""37.53"",""18.82"",""17.07"",""23.8"",""4.678"",""550"""
"11/27/2021,""5.67"",""59.85"",""15.15"",""9.11"",""21.04"",""8.962"",""532"""
"11/28/2021,""6.08"",""81.28"",""15.11"",""11.6"",""28.12"",""13.006"",""542"""
"11/29/2021,""5.97"",""70.5"",""17.73"",""13.53"",""23.35"",""14.564"",""367"""
"11/30/2021,""6.17"",""75.7"",""13.1"",""10.19"",""19.86"",""8.724"",""420"""
"12/1/2021,""2.98"",""24.43"",""10.85"",""7.62"",""14.58"",""4.296"",""502"""
"12/2/2021,""2.25"",""18.87"",""6.62"",""3.95"",""10.9"",""4.533"",""524"""
"12/3/2021,""2.6"",""5.95"",""4.47"",""3.86"",""4.94"",""0.785"",""237"""
"12/4/2021,""2.4"",""50.55"",""9.88"",""5.86"",""19.38"",""10.507"",""429"""
"12/5/2021,""5.97"",""104.85"",""29.65"",""21"",""53.15"",""19.635"",""438"""
"12/6/2021,""29.05"",""66.7"",""40.85"",""37.42"",""48.92"",""8.567"",""538"""
"12/7/2021,""7.35"",""49.45"",""15.48"",""12"",""28.9"",""9.335"",""531"""
"12/8/2021,""6.37"",""25.87"",""13.68"",""10.93"",""18.2"",""4.297"",""422"""
"12/9/2021,""0.45"",""28.25"",""4.7"",""2.5"",""14.72"",""7.857"",""521"""
"12/10/2021,""6.05"",""35.9"",""15.24"",""11.69"",""20.34"",""5.531"",""476"""
"12/11/2021,""4.5"",""25"",""13.38"",""9.66"",""17.8"",""4.968"",""528"""
"12/12/2021,""9.48"",""55.6"",""18.64"",""13.14"",""21.37"",""4.951"",""452"""
"12/13/2021,""9.43"",""27.02"",""15.35"",""13.68"",""17.52"",""2.87"",""379"""
"12/14/2021,""12.15"",""82.82"",""28.49"",""23.58"",""34.2"",""9.2"",""300"""
"12/15/2021,""9.33"",""50.05"",""19.57"",""16.2"",""25.08"",""5.845"",""515"""
"12/16/2021,""2.47"",""41.2"",""18.45"",""14.12"",""22.01"",""6.895"",""508"""
"12/17/2021,""4.84"",""118.3"",""11.1"",""7.75"",""19.05"",""14.441"",""483"""
"12/18/2021,""3.75"",""102.53"",""15.98"",""7.94"",""33.02"",""15.062"",""493"""
"12/19/2021,""2.2"",""20.97"",""6.69"",""5.28"",""8.52"",""2.662"",""544"""
"12/20/2021,""1.37"",""65.67"",""10.75"",""6.55"",""24.57"",""13.717"",""458"""
"12/21/2021,""3.1"",""37.45"",""9.53"",""7.4"",""14.6"",""5.396"",""538"""
"12/22/2021,""3.33"",""88.55"",""8.3"",""6.1"",""11.15"",""5.688"",""530"""
"12/23/2021,""3.62"",""55.4"",""11.3"",""7.25"",""23.9"",""11.288"",""507"""
"12/24/2021,""0.8"",""43.85"",""12.7"",""10.63"",""16.39"",""8.301"",""530"""
"12/25/2021,""1.85"",""86.28"",""25.48"",""12.7"",""35.02"",""12.593"",""517"""
"12/26/2021,""3.25"",""387.95"",""75.79"",""9.77"",""89.31"",""45.961"",""332"""
"12/27/2021,""23.32"",""210.13"",""61.95"",""45.43"",""85.35"",""29.889"",""550"""
"12/28/2021,""3"",""31.5"",""9.56"",""5.72"",""14.42"",""6.952"",""500"""
"12/29/2021,""4.3"",""64.47"",""23.06"",""11.49"",""31.65"",""11.781"",""416"""
"12/30/2021,""16.87"",""98.8"",""38.1"",""30.47"",""44.54"",""10.567"",""477"""
"12/31/2021,""20.35"",""73.78"",""30.12"",""27.5"",""33.54"",""6.054"",""552"""
"1/1/2022,""0.9"",""31.65"",""8.23"",""4.72"",""16.64"",""7.491"",""526"""
"1/2/2022,""1.52"",""43.17"",""6.27"",""4.28"",""10.64"",""6.656"",""556"""
"1/3/2022,""1.3"",""41.42"",""8.74"",""5.34"",""16.61"",""6.565"",""548"""
"1/4/2022,""1.2"",""64.31"",""11.68"",""2.92"",""18.75"",""8.903"",""559"""
"1/5/2022,""2.47"",""53.83"",""14.03"",""5.71"",""21.59"",""8.439"",""553"""
"1/6/2022,""10.5"",""138.1"",""20.98"",""16.8"",""25.65"",""9.301"",""562"""
"1/7/2022,""3.08"",""36.08"",""9.36"",""5.97"",""13.5"",""5.369"",""558"""
"1/8/2022,""2.4"",""60.78"",""9.33"",""5.03"",""15.18"",""8.284"",""530"""
"1/9/2022,""2.12"",""36.88"",""6.8"",""5.15"",""8.77"",""3.233"",""521"""
"1/10/2022,""7.97"",""69.58"",""19.32"",""13.43"",""41.92"",""16.571"",""530"""
"1/11/2022,""7.1"",""35.2"",""19.27"",""14.58"",""22.73"",""5.6"",""543"""
"1/12/2022,""5.4"",""33.33"",""8.75"",""7.54"",""12.24"",""4.96"",""545"""
"1/13/2022,""3.67"",""69.84"",""7.71"",""6.2"",""10.78"",""4.5"",""550"""
"1/14/2022,""6.4"",""25.05"",""12.7"",""10.55"",""18.98"",""4.634"",""431"""
"1/15/2022,""1.07"",""14.2"",""2.73"",""2.19"",""3.99"",""1.746"",""292"""
"1/16/2022,""0.9"",""34.63"",""4.03"",""2"",""6.47"",""4.564"",""561"""
"1/17/2022,""3.47"",""21.52"",""7.44"",""5.92"",""9.39"",""2.494"",""560"""
"1/18/2022,""1.5"",""33.83"",""5.66"",""4.3"",""9.86"",""4.042"",""552"""
"1/19/2022,""3.17"",""16.32"",""6.44"",""5.62"",""7.83"",""1.895"",""542"""
"1/20/2022,""3.3"",""48.83"",""8.1"",""5.86"",""12.79"",""5.792"",""552"""
"1/21/2022,""5.35"",""125.55"",""12.7"",""10.65"",""16.77"",""7.783"",""523"""
"1/22/2022,""3.25"",""668.52"",""7.33"",""5.79"",""26.59"",""41.345"",""537"""
"1/23/2022,""5.45"",""62.48"",""20.77"",""12.44"",""25.72"",""12.351"",""529"""
"1/24/2022,""3.62"",""87.42"",""8.03"",""6"",""12.93"",""7.415"",""506"""
"1/25/2022,""7.7"",""118.22"",""22.5"",""19.21"",""26.79"",""9.789"",""545"""
"1/26/2022,""13.53"",""175.53"",""23.55"",""18.6"",""31.52"",""20.559"",""527"""
"1/27/2022,""22.55"",""106.47"",""32.4"",""29.74"",""36.44"",""7.848"",""553"""
"1/28/2022,""4.33"",""33.88"",""16.14"",""10.82"",""22.5"",""7.253"",""547"""
"1/29/2022,""5.37"",""68.2"",""12.96"",""9.18"",""19.11"",""6.38"",""552"""
"1/30/2022,""1.42"",""15.05"",""3.42"",""2.77"",""5.28"",""2.644"",""549"""
"1/31/2022,""1.4"",""57.08"",""6.99"",""4.16"",""8.27"",""3.643"",""556"""
"2/1/2022,""1.67"",""24.75"",""4.48"",""3.8"",""5.52"",""2.635"",""524"""
"2/2/2022,""4.45"",""46.25"",""18.35"",""10.82"",""26.68"",""9.679"",""535"""
"2/3/2022,""2.95"",""75.25"",""20.73"",""11.82"",""29.02"",""14.452"",""488"""
"2/4/2022,""18.67"",""49.35"",""28.2"",""24.71"",""34.65"",""6.427"",""541"""
"2/5/2022,""7.1"",""67.22"",""17.2"",""12.23"",""20.87"",""5.986"",""553"""
"2/6/2022,""7.58"",""38.33"",""15.51"",""10.87"",""20.29"",""5.676"",""536"""
"2/7/2022,""2.87"",""26.9"",""8.38"",""6.22"",""11.8"",""3.64"",""549"""
"2/8/2022,""7.67"",""238.87"",""29.63"",""12.42"",""43.18"",""20.772"",""557"""
"2/9/2022,""3.5"",""61"",""22.8"",""10.52"",""28.64"",""12.345"",""524"""
"2/10/2022,""5.28"",""50.65"",""20.16"",""11.85"",""28.14"",""9.874"",""528"""
"2/11/2022,""3.67"",""55.38"",""17.12"",""8.88"",""30.5"",""11.044"",""528"""
"2/12/2022,""3.17"",""80.65"",""18.73"",""5.7"",""33.2"",""13.539"",""555"""
"2/13/2022,""1.82"",""193.4"",""5.67"",""4.4"",""46.42"",""46.484"",""562"""
"2/14/2022,""1.1"",""223.35"",""36.7"",""16.6"",""66.02"",""32.839"",""561"""
"2/15/2022,""1.5"",""33.25"",""10.15"",""5.3"",""13.25"",""6.073"",""575"""
"2/16/2022,""6.03"",""59.95"",""17.45"",""11.68"",""26.8"",""9.05"",""565"""
"2/17/2022,""7.13"",""25.52"",""13.43"",""11.65"",""15.15"",""2.772"",""563"""
"2/18/2022,""3.58"",""48.48"",""15.38"",""8.06"",""19"",""9.762"",""565"""
"2/19/2022,""2.6"",""48.65"",""6.36"",""4.97"",""8.71"",""3.709"",""564"""
"2/20/2022,""1.3"",""270"",""7.25"",""5.2"",""19.37"",""24.167"",""562"""
"2/21/2022,""2.77"",""35.43"",""5.5"",""4.15"",""13.55"",""7.754"",""554"""
"2/22/2022,""3.4"",""85"",""13"",""9.65"",""20.09"",""12.355"",""576"""
"2/23/2022,""5.47"",""88.52"",""31.55"",""14.26"",""41.21"",""16.853"",""569"""
"2/24/2022,""6.53"",""96.08"",""21.07"",""12.93"",""29.64"",""12.094"",""557"""
"2/25/2022,""11.12"",""120.37"",""49.86"",""37.75"",""75.05"",""25.633"",""558"""
"2/26/2022,""11.83"",""61"",""28.3"",""18.04"",""42.32"",""12.271"",""568"""
"2/27/2022,""3.92"",""177.82"",""10.53"",""8.35"",""12.84"",""14.872"",""568"""
"2/28/2022,""2.42"",""42.62"",""5.4"",""4.45"",""7.64"",""4.559"",""569"""
"3/1/2022,""5.37"",""34.63"",""12.18"",""9.32"",""15.71"",""3.986"",""572"""
"3/2/2022,""8.23"",""57.23"",""27.81"",""20.52"",""34.13"",""10.007"",""542"""
"3/3/2022,""2.98"",""35.58"",""12.72"",""7.69"",""22.37"",""9.088"",""560"""
"3/4/2022,""5.47"",""32.97"",""14.85"",""8.88"",""18.37"",""5.54"",""563"""
"3/5/2022,""4.55"",""25.75"",""11.78"",""8.93"",""12.99"",""2.91"",""544"""
"3/6/2022,""1.95"",""67.62"",""5.52"",""3.84"",""6.8"",""5.918"",""556"""
"3/7/2022,""2.17"",""97.57"",""6.05"",""3.5"",""10.79"",""6.434"",""572"""
"3/8/2022,""6.37"",""53.17"",""14.86"",""11.7"",""18.32"",""8.192"",""554"""
"3/9/2022,""4.17"",""59.63"",""13.1"",""9.69"",""17.35"",""5.135"",""551"""
"3/10/2022,""5.2"",""25.52"",""9.08"",""7.53"",""11.54"",""3.091"",""565"""
"3/11/2022,""6.15"",""29.55"",""10.19"",""8.68"",""11.49"",""2.522"",""557"""
"3/12/2022,""1.6"",""29.23"",""8.83"",""6.08"",""11.4"",""6.176"",""554"""
"3/13/2022,""3.62"",""142.18"",""17.52"",""6.6"",""26.8"",""15.556"",""545"""
"3/14/2022,""5.6"",""50.8"",""15.53"",""10.45"",""23.75"",""9.633"",""562"""
"3/15/2022,""1.37"",""33.35"",""12.59"",""5.72"",""17.89"",""6.719"",""566"""
"3/16/2022,""3.17"",""21.33"",""7.15"",""5.05"",""9.65"",""3.044"",""556"""
"3/17/2022,""3.87"",""22.52"",""8.59"",""6.57"",""10.28"",""2.442"",""560"""
"3/18/2022,""5.05"",""17.85"",""7.75"",""6.92"",""9.94"",""2.714"",""541"""
"3/19/2022,""3.05"",""27.42"",""8.33"",""6.15"",""10"",""2.79"",""557"""
"3/20/2022,""2.2"",""267.64"",""7.89"",""4.55"",""16.95"",""23.526"",""552"""
"3/21/2022,""2"",""26.95"",""10.13"",""6.72"",""16.3"",""5.885"",""543"""
"3/22/2022,""1.3"",""74.58"",""8.58"",""5.58"",""18.85"",""10.555"",""567"""
"3/23/2022,""4.12"",""123.4"",""35.15"",""10.24"",""48.62"",""25.679"",""544"""
"3/24/2022,""5.6"",""82.65"",""28.06"",""15.4"",""39.25"",""15.898"",""550"""
"3/25/2022,""2.92"",""313.18"",""20.7"",""6.65"",""42.57"",""35.635"",""549"""
"3/26/2022,""5.62"",""31.55"",""16.45"",""13.72"",""18.6"",""3.679"",""562"""
"3/27/2022,""0.68"",""19.07"",""2"",""1.5"",""3.3"",""3.834"",""543"""
"3/28/2022,""1.02"",""25.88"",""3.1"",""2.15"",""4.4"",""2.672"",""559"""
"3/29/2022,""2.15"",""23.07"",""8.6"",""4.78"",""11.48"",""4.239"",""474"""
"3/30/2022,""8.05"",""74.53"",""12.63"",""11.4"",""14.47"",""4.141"",""551"""
"3/31/2022,""6.22"",""23.05"",""9.44"",""8.38"",""11.43"",""2.939"",""565"""
"4/1/2022,""5.72"",""27.32"",""9.94"",""8.52"",""12.25"",""3.615"",""538"""
"4/2/2022,""5.58"",""34.78"",""10.69"",""8.8"",""18.75"",""7.147"",""496"""
"4/3/2022,""1.02"",""21.65"",""8.8"",""6.35"",""10.93"",""3.483"",""560"""
"4/4/2022,""1.9"",""20.27"",""7.15"",""6"",""10.85"",""4.123"",""571"""
"4/5/2022,""4.8"",""32.42"",""7.22"",""6.5"",""8.88"",""2.885"",""555"""
"4/6/2022,""1.1"",""206.78"",""7.5"",""3.69"",""11.64"",""10.208"",""560"""
"4/7/2022,""2.85"",""41.13"",""8.08"",""6.67"",""11.57"",""5.617"",""570"""
"4/8/2022,""3.12"",""39.6"",""8.75"",""6.1"",""10.63"",""3.293"",""567"""
"4/9/2022,""0.65"",""36.33"",""12.73"",""4.3"",""15"",""6.277"",""543"""
"4/10/2022,""2.6"",""30.75"",""10.32"",""4.47"",""16.07"",""7.109"",""565"""
"4/11/2022,""3.08"",""33.15"",""8.8"",""5.8"",""14.07"",""5.493"",""499"""
"4/12/2022,""2.45"",""38"",""8.15"",""4.84"",""12.59"",""6.246"",""565"""
"4/13/2022,""0.8"",""36.95"",""7.07"",""3.5"",""11.05"",""6.307"",""562"""
