"date,""min"",""max"",""median"",""q1"",""q3"",""stdev"",""count"""
"9/19/2020,""0.17"",""27.9"",""1.11"",""0.6"",""3.43"",""2.851"",""304"""
"9/20/2020,""0.8"",""20.55"",""4.05"",""2.52"",""5.2"",""2.534"",""238"""
"9/21/2020,""2.58"",""99.47"",""6.6"",""5.64"",""10.3"",""12.486"",""152"""
"9/22/2020,""1.75"",""51.2"",""10.25"",""6.46"",""15.41"",""7.071"",""344"""
"9/23/2020,""2.72"",""32.97"",""10.11"",""5.74"",""16.54"",""5.942"",""444"""
"9/24/2020,""2.4"",""85.92"",""9.78"",""7.65"",""12.35"",""5.943"",""458"""
"9/25/2020,""1.77"",""14.15"",""5.75"",""4.05"",""6.6"",""2.214"",""346"""
"9/26/2020,""2"",""27.85"",""6.7"",""4.96"",""11.1"",""5.731"",""272"""
"9/27/2020,""3.15"",""25.35"",""7.79"",""5.49"",""17.57"",""6.601"",""228"""
"9/28/2020,""4.62"",""26.95"",""8.19"",""6.95"",""11.3"",""3.904"",""268"""
"9/29/2020,""4.53"",""54.45"",""9.94"",""7.42"",""21.77"",""12.556"",""260"""
"9/30/2020,""4.55"",""132.3"",""13.76"",""8.05"",""58.56"",""36.177"",""296"""
"10/1/2020,""3.27"",""100.82"",""7"",""5.14"",""21.92"",""25.671"",""300"""
"10/2/2020,""4.37"",""43.98"",""9.78"",""6.57"",""15.12"",""9.114"",""260"""
"10/3/2020,""4.83"",""26.68"",""10.1"",""6.79"",""16.76"",""6.302"",""133"""
"10/4/2020,""2.33"",""18.8"",""7.4"",""4.16"",""9.34"",""3.423"",""312"""
"10/5/2020,""1.92"",""18.73"",""7.35"",""6.07"",""8.83"",""2.492"",""316"""
"10/6/2020,""2"",""15.43"",""5.11"",""3.08"",""7.42"",""2.648"",""286"""
"10/7/2020,""4.08"",""17.27"",""7.45"",""6.36"",""8.72"",""2.385"",""224"""
"10/8/2020,""2.95"",""16.2"",""6.27"",""4.34"",""9.74"",""3.258"",""316"""
"10/9/2020,""2.17"",""84.75"",""7.47"",""4.42"",""51.9"",""28.481"",""327"""
"10/10/2020,""5.15"",""81.09"",""10.58"",""7.65"",""38.72"",""23.723"",""412"""
"10/11/2020,""7.33"",""173.22"",""12.28"",""10.93"",""18.93"",""15.203"",""429"""
"10/12/2020,""5.58"",""106.52"",""12.3"",""9.58"",""23.12"",""10.175"",""345"""
"10/13/2020,""5.72"",""32.38"",""11.09"",""9.5"",""18.92"",""6.968"",""388"""
"10/14/2020,""2.85"",""40.98"",""9.13"",""5.6"",""11.05"",""4.377"",""386"""
"10/15/2020,""1.1"",""327.43"",""7.78"",""2.47"",""21.85"",""39.067"",""387"""
"10/16/2020,""1.4"",""166.18"",""8.52"",""3.92"",""13.98"",""13.168"",""406"""
"10/17/2020,""4.65"",""40.17"",""13.08"",""9.8"",""17.64"",""6.646"",""406"""
"10/18/2020,""1.42"",""93.78"",""7.65"",""4.62"",""10.1"",""9.609"",""423"""
"10/19/2020,""2.77"",""30.68"",""9.93"",""7.48"",""12.19"",""3.773"",""412"""
"10/20/2020,""1.7"",""179.53"",""11.38"",""5.09"",""19.17"",""20.614"",""435"""
"10/21/2020,""2.47"",""104.03"",""7.99"",""4.34"",""16.76"",""15.395"",""420"""
"10/22/2020,""3.05"",""112.75"",""6.53"",""4.58"",""9.65"",""15.847"",""402"""
"10/23/2020,""3.6"",""73.97"",""7.53"",""5.7"",""13.48"",""10.611"",""275"""
"10/24/2020,""4.87"",""100"",""15.8"",""12.59"",""21.17"",""12.662"",""408"""
"10/25/2020,""4.2"",""136.68"",""17.48"",""11.38"",""24.6"",""12.493"",""462"""
"10/26/2020,""1.9"",""26.25"",""4.3"",""3.37"",""5.87"",""2.35"",""460"""
"10/27/2020,""1.55"",""10.98"",""3.16"",""2.52"",""4.15"",""1.578"",""418"""
"10/28/2020,""2.2"",""27.05"",""8.48"",""4.15"",""10.58"",""4.33"",""454"""
"10/29/2020,""3.05"",""23.02"",""6.84"",""5.42"",""10.72"",""4.018"",""450"""
"10/30/2020,""7.83"",""85.57"",""17.85"",""11.87"",""30.89"",""18.075"",""469"""
"10/31/2020,""15.23"",""74.72"",""37.22"",""32.35"",""43.52"",""11.767"",""478"""
"11/1/2020,""2.52"",""88.33"",""24.91"",""19.3"",""36.08"",""15.304"",""480"""
"11/2/2020,""3.67"",""27.58"",""8.4"",""6.83"",""12.84"",""4.41"",""436"""
"11/3/2020,""4.78"",""55.5"",""10.99"",""9.6"",""24.3"",""11.006"",""368"""
"11/4/2020,""3.35"",""31.3"",""14.96"",""10.44"",""22.04"",""6.641"",""340"""
"11/5/2020,""7.2"",""52.35"",""19.1"",""15.15"",""25.44"",""7.499"",""293"""
"11/6/2020,""3.17"",""32.17"",""6.92"",""5.17"",""10.53"",""6.079"",""315"""
"11/7/2020,""1.85"",""20.02"",""6.14"",""4.33"",""8.9"",""2.97"",""380"""
"11/8/2020,""6.33"",""40.67"",""14.01"",""10.68"",""22.77"",""8.428"",""342"""
"11/9/2020,""2.45"",""68.47"",""15.63"",""8.07"",""30.31"",""13.5"",""285"""
"11/10/2020,""0.98"",""79.47"",""4.96"",""3.42"",""9.77"",""6.864"",""324"""
"11/11/2020,""1.87"",""124.62"",""6.45"",""4.37"",""13.8"",""18.143"",""335"""
"11/12/2020,""6.37"",""238.45"",""18.41"",""10.1"",""51.49"",""41.242"",""288"""
"11/13/2020,""11.65"",""400.42"",""50.61"",""31.9"",""62.62"",""54.603"",""310"""
"11/14/2020,""7.65"",""149.15"",""21.68"",""17.01"",""30.13"",""32.956"",""337"""
"11/15/2020,""4.9"",""100.18"",""21.27"",""18.69"",""26.75"",""10.275"",""289"""
"11/16/2020,""4.78"",""34.88"",""9.94"",""7.45"",""13.53"",""4.277"",""278"""
"11/17/2020,""3.95"",""29.32"",""7.83"",""6.53"",""10.47"",""3.615"",""305"""
"11/18/2020,""3.27"",""31.57"",""9.73"",""8.13"",""14.87"",""5.07"",""367"""
"11/19/2020,""3.25"",""42.65"",""9.19"",""7.08"",""14.46"",""5.011"",""365"""
"11/20/2020,""3.17"",""23.92"",""6.1"",""4.92"",""7.5"",""2.327"",""367"""
"11/21/2020,""4.08"",""76.9"",""20.36"",""13.91"",""31.62"",""13.661"",""308"""
"11/22/2020,""8.85"",""68.55"",""21.93"",""16.55"",""29.12"",""9.031"",""306"""
"11/23/2020,""6.97"",""85.53"",""15.14"",""10.75"",""25.35"",""18.014"",""274"""
"11/24/2020,""7.45"",""38.13"",""21.65"",""19.5"",""23.7"",""4.158"",""222"""
"11/25/2020,""6.3"",""169"",""20.73"",""12.9"",""23.65"",""17.85"",""294"""
"11/26/2020,""7.15"",""151.94"",""19.76"",""11.98"",""24.49"",""19.905"",""284"""
"11/27/2020,""5.05"",""23.6"",""9.68"",""7.32"",""16.05"",""4.931"",""264"""
"11/28/2020,""8.52"",""48.68"",""15.88"",""14.25"",""19.07"",""6.033"",""278"""
"11/29/2020,""4.55"",""30.15"",""14.88"",""10.88"",""20.52"",""5.912"",""282"""
"11/30/2020,""4.95"",""48.63"",""12.5"",""9.85"",""16.42"",""6.13"",""255"""
"12/1/2020,""7.37"",""22.58"",""13.3"",""11.87"",""14.9"",""2.287"",""221"""
"12/2/2020,""11.2"",""26.35"",""15.08"",""13.84"",""16.48"",""1.984"",""224"""
"12/3/2020,""9.94"",""26.42"",""16.13"",""13.99"",""17.79"",""3.157"",""228"""
"12/4/2020,""7.2"",""33.38"",""14.02"",""11.97"",""15.95"",""3.973"",""264"""
"12/5/2020,""3.8"",""18.73"",""6.83"",""5.67"",""8.25"",""2.103"",""250"""
"12/6/2020,""4.84"",""27.27"",""8.33"",""7"",""9.74"",""2.39"",""333"""
"12/7/2020,""4.47"",""15.25"",""8.34"",""7.35"",""9.43"",""1.767"",""290"""
"12/8/2020,""4.55"",""18.95"",""7.72"",""6.95"",""8.65"",""1.944"",""279"""
"12/9/2020,""3.8"",""10.95"",""7.33"",""6.03"",""8.25"",""1.434"",""251"""
"12/10/2020,""6"",""21.33"",""9.89"",""8.68"",""11.38"",""2.127"",""256"""
"12/11/2020,""4.34"",""19.25"",""7.47"",""6.5"",""8.61"",""1.648"",""313"""
"12/12/2020,""4.78"",""71.45"",""15.1"",""9.68"",""22.26"",""11.741"",""313"""
"12/13/2020,""11.38"",""25.48"",""17.25"",""15.93"",""18.52"",""2.172"",""299"""
"12/14/2020,""10.72"",""55.08"",""17.17"",""13.87"",""26.39"",""6.946"",""276"""
"12/15/2020,""8.15"",""51.8"",""27"",""17.13"",""30.49"",""9.09"",""249"""
"12/16/2020,""7.15"",""53.63"",""17.39"",""13.85"",""26.23"",""7.313"",""307"""
"12/17/2020,""2.15"",""60.52"",""29.1"",""19.57"",""35.5"",""13.153"",""237"""
"12/18/2020,""2.2"",""41.37"",""23.17"",""11.03"",""27.82"",""10.401"",""302"""
"12/19/2020,""15.63"",""77.92"",""29.29"",""26.16"",""32.47"",""8.1"",""284"""
"12/20/2020,""5.58"",""55.83"",""22.17"",""14.62"",""27.18"",""9.359"",""293"""
"12/21/2020,""4.7"",""65.34"",""9.48"",""7.85"",""14.58"",""6.945"",""295"""
"12/22/2020,""6.87"",""28.57"",""12.24"",""10.08"",""15.35"",""4.212"",""280"""
"12/23/2020,""7.58"",""59.25"",""18.82"",""14.9"",""24.37"",""8.647"",""299"""
"12/24/2020,""2.95"",""62.95"",""11.89"",""8.63"",""15.21"",""5.531"",""280"""
"12/25/2020,""5.5"",""56.18"",""16.48"",""13.15"",""20.72"",""6.298"",""303"""
"12/26/2020,""2.87"",""54.45"",""23.42"",""17.07"",""28.09"",""10.157"",""165"""
"12/27/2020,""13.65"",""242.3"",""39.2"",""29.38"",""56.53"",""26.91"",""297"""
"12/28/2020,""3.92"",""33.2"",""8.05"",""6.83"",""9.6"",""6.423"",""271"""
"12/29/2020,""6.12"",""22.22"",""13.88"",""11.47"",""15.71"",""3.468"",""289"""
"12/30/2020,""9.85"",""27.45"",""15.48"",""14.14"",""16.98"",""2.573"",""276"""
"12/31/2020,""9.83"",""34.33"",""15.7"",""13.8"",""18.27"",""3.852"",""306"""
"1/1/2021,""12.5"",""65.59"",""27.23"",""21.27"",""31.33"",""12.198"",""286"""
"1/2/2021,""17.5"",""131.37"",""28.74"",""23.38"",""51.83"",""23.949"",""266"""
"1/3/2021,""14.65"",""91.35"",""26.85"",""21.62"",""34.43"",""16.312"",""243"""
"1/4/2021,""6.2"",""32.93"",""11.62"",""9.88"",""15.25"",""5.344"",""230"""
"1/5/2021,""6.7"",""23.12"",""11.81"",""10.03"",""14.97"",""3.718"",""252"""
"1/6/2021,""5.47"",""27.42"",""14.05"",""12.28"",""16.62"",""4.801"",""234"""
"1/7/2021,""5.8"",""27.4"",""12.07"",""9.41"",""15.95"",""4.377"",""261"""
"1/8/2021,""2.98"",""66.28"",""7.93"",""5.53"",""13.21"",""10.103"",""285"""
"1/9/2021,""5.83"",""81.31"",""40.75"",""20.88"",""52.93"",""17.675"",""281"""
"1/10/2021,""36.79"",""88.58"",""54.3"",""47.48"",""59.72"",""8.817"",""276"""
"1/11/2021,""16.35"",""327.48"",""36.38"",""23.42"",""40.54"",""20.816"",""259"""
"1/12/2021,""8.38"",""58.8"",""18.26"",""12.42"",""31.03"",""10.42"",""264"""
"1/13/2021,""1.87"",""21.23"",""6.75"",""4.54"",""8.77"",""3.188"",""260"""
"1/14/2021,""7.7"",""211.6"",""17.02"",""12.68"",""25.62"",""19.941"",""243"""
"1/15/2021,""9.73"",""56.25"",""25.48"",""21.65"",""31.1"",""9.294"",""271"""
"1/16/2021,""5.05"",""53.02"",""11.99"",""8.74"",""17.02"",""10.392"",""256"""
"1/17/2021,""17.1"",""106.1"",""29.77"",""26.44"",""35.43"",""12.164"",""237"""
"1/18/2021,""9.69"",""110.75"",""26.57"",""16.67"",""48.55"",""18.717"",""231"""
"1/19/2021,""23.73"",""71.9"",""37.96"",""31.85"",""44.94"",""10.239"",""208"""
"1/20/2021,""26.82"",""119.55"",""42.2"",""33.83"",""51.7"",""24.039"",""251"""
"1/21/2021,""18.45"",""104.4"",""27.77"",""23.65"",""49.67"",""22.574"",""229"""
"1/22/2021,""5.4"",""29.92"",""8.93"",""7.17"",""15.88"",""5.609"",""235"""
"1/23/2021,""5"",""21.7"",""6.75"",""6.05"",""7.5"",""1.353"",""256"""
"1/24/2021,""4.09"",""29"",""10.11"",""7.04"",""12.61"",""4.77"",""272"""
"1/25/2021,""5.42"",""31.48"",""15.13"",""12.18"",""17.67"",""4.569"",""239"""
"1/26/2021,""2.25"",""23.73"",""6.5"",""3.58"",""7.74"",""3.118"",""245"""
"1/27/2021,""3.42"",""33.35"",""9.78"",""6.15"",""17.27"",""5.949"",""222"""
"1/28/2021,""1.5"",""46.7"",""8.86"",""3"",""22.76"",""9.963"",""276"""
"1/29/2021,""2.42"",""9.55"",""5.09"",""4.12"",""5.87"",""1.386"",""223"""
"1/30/2021,""3.2"",""17.42"",""5.9"",""4.97"",""7.85"",""2.239"",""239"""
"1/31/2021,""5.7"",""32.58"",""14.9"",""11.79"",""19.48"",""5.397"",""253"""
"2/1/2021,""3.22"",""33.47"",""5.7"",""4.96"",""10.64"",""8.391"",""201"""
"2/2/2021,""1.8"",""26.73"",""5.78"",""4.78"",""8.85"",""4.361"",""239"""
"2/3/2021,""3.62"",""64.87"",""11.84"",""8.27"",""14.78"",""8.726"",""136"""
"2/4/2021,""1.57"",""26.4"",""7.02"",""4.78"",""9.1"",""3.686"",""258"""
"2/5/2021,""2.62"",""24.05"",""6.44"",""4.43"",""16.39"",""6.392"",""164"""
"2/6/2021,""2.1"",""38.7"",""4.34"",""3.46"",""6.84"",""4.164"",""240"""
"2/7/2021,""3.25"",""32.08"",""8.19"",""6.49"",""9.89"",""4.433"",""240"""
"2/8/2021,""2.29"",""26"",""9.1"",""6.85"",""11.9"",""4.349"",""254"""
"2/9/2021,""3.1"",""40.67"",""9.38"",""5.37"",""15.63"",""7.934"",""235"""
"2/10/2021,""13.4"",""43.68"",""22.6"",""18.2"",""30.35"",""7.663"",""226"""
"2/11/2021,""9.65"",""37.78"",""17.34"",""13.32"",""24.39"",""6.913"",""200"""
"2/12/2021,""2.45"",""119.33"",""9.69"",""7.83"",""12.05"",""8.058"",""259"""
"2/13/2021,""3.12"",""36"",""6.4"",""5.3"",""7.65"",""3.274"",""253"""
"2/14/2021,""3.27"",""51.55"",""6.11"",""4.97"",""10.38"",""6.228"",""240"""
"2/15/2021,""3.25"",""48.75"",""12.03"",""9.1"",""18.7"",""7.999"",""247"""
"2/16/2021,""3"",""58.45"",""13.49"",""6.54"",""20.11"",""14.599"",""236"""
"2/17/2021,""4.78"",""347.95"",""31.34"",""10.75"",""43.66"",""36.306"",""228"""
"2/18/2021,""3.8"",""82.47"",""15.23"",""8.4"",""29.28"",""17.155"",""265"""
"2/19/2021,""13.4"",""60.23"",""28.75"",""20.74"",""33.83"",""9.557"",""213"""
"2/20/2021,""6.95"",""73.33"",""14.14"",""10.35"",""40.88"",""18.914"",""238"""
"2/21/2021,""11.75"",""35.33"",""26.54"",""17.75"",""29.45"",""6.449"",""254"""
"2/22/2021,""26.12"",""56.8"",""39.34"",""35.83"",""41.58"",""4.785"",""214"""
"2/23/2021,""4.59"",""53.1"",""10.75"",""6.83"",""18.09"",""11.415"",""229"""
"2/24/2021,""3.4"",""43.78"",""6.65"",""5.3"",""7.7"",""2.925"",""232"""
"2/25/2021,""3.75"",""43.25"",""13.53"",""6.65"",""24.14"",""8.642"",""228"""
"2/26/2021,""25.27"",""59.53"",""39.2"",""35.15"",""44.18"",""7.741"",""221"""
"2/27/2021,""4.9"",""56.6"",""32.13"",""16.05"",""41.4"",""14.036"",""252"""
"2/28/2021,""2.27"",""53.4"",""8.16"",""6.25"",""11.95"",""8.392"",""238"""
"3/1/2021,""4.95"",""73.9"",""12.04"",""8.27"",""27.09"",""15.18"",""204"""
"3/2/2021,""2.65"",""30"",""15"",""9.63"",""18"",""5.206"",""245"""
"3/3/2021,""1.52"",""45.78"",""9.64"",""4.32"",""15.98"",""7.266"",""224"""
"3/4/2021,""3.87"",""20.72"",""7.36"",""6.22"",""9.48"",""3.465"",""210"""
"3/5/2021,""8.73"",""143.6"",""24.37"",""15.6"",""31.23"",""19.296"",""251"""
"3/6/2021,""1.9"",""44.1"",""7.83"",""4.71"",""11.1"",""4.824"",""237"""
"3/7/2021,""3.92"",""26.93"",""7.72"",""6.12"",""9.68"",""3.326"",""266"""
"3/8/2021,""2"",""29.55"",""7.42"",""6.15"",""12.47"",""4.824"",""243"""
"3/9/2021,""1.22"",""24"",""3.85"",""3.08"",""6.61"",""3.033"",""249"""
"3/10/2021,""2.8"",""53.17"",""5.58"",""4.4"",""14.77"",""8.401"",""225"""
"3/11/2021,""3.87"",""22.8"",""8.9"",""6.28"",""13.88"",""4.898"",""235"""
"3/12/2021,""2.25"",""21.02"",""6.17"",""3.75"",""7.74"",""2.75"",""245"""
"3/13/2021,""5.72"",""33.22"",""17.6"",""9.52"",""21.59"",""6.785"",""245"""
"3/14/2021,""3.6"",""31.25"",""12.39"",""7.04"",""17.39"",""6.182"",""232"""
"3/15/2021,""3.4"",""39.58"",""8.28"",""6.9"",""9.48"",""4.969"",""220"""
"3/16/2021,""4.37"",""33.65"",""13.69"",""10.3"",""17.69"",""4.828"",""220"""
"3/17/2021,""17.55"",""87.02"",""41.61"",""34.04"",""52.25"",""12.273"",""250"""
"3/18/2021,""19.82"",""64.45"",""35.04"",""31.05"",""39.95"",""8.856"",""237"""
"3/19/2021,""15.03"",""51.73"",""23.92"",""19.64"",""28.8"",""6.486"",""219"""
"3/20/2021,""17.98"",""72.65"",""27.7"",""23.17"",""39.04"",""10.693"",""209"""
"3/21/2021,""3.5"",""59.05"",""12.79"",""9.66"",""25.67"",""11.531"",""216"""
"3/22/2021,""3.85"",""55.35"",""16.7"",""10.72"",""32.83"",""13.229"",""227"""
"3/23/2021,""7.42"",""42.62"",""15.43"",""10.65"",""23.73"",""8.367"",""286"""
"3/24/2021,""4.95"",""25.82"",""8.34"",""6.45"",""14.13"",""4.713"",""166"""
"3/25/2021,""3.85"",""113.22"",""14.87"",""8.19"",""45.35"",""25.202"",""198"""
"3/26/2021,""5.65"",""81.47"",""23.57"",""7.72"",""57"",""24.234"",""167"""
"3/27/2021,""4.9"",""37.65"",""21.3"",""14.46"",""24.47"",""6.979"",""148"""
"3/28/2021,""3.08"",""62.03"",""21.49"",""10.66"",""30.64"",""12.622"",""112"""
"3/29/2021,""6.7"",""85.42"",""15.4"",""10.98"",""24.43"",""12.461"",""183"""
"3/30/2021,""3.8"",""29.25"",""9.69"",""7.5"",""12.59"",""4.789"",""212"""
"3/31/2021,""4.2"",""51.53"",""13.57"",""9.17"",""22.85"",""13.159"",""194"""
"4/1/2021,""3.1"",""62.15"",""23.02"",""7.69"",""37.33"",""16.602"",""176"""
"4/2/2021,""3.27"",""65.2"",""10.75"",""7.33"",""30.48"",""16.734"",""196"""
"4/3/2021,""6.92"",""144.69"",""14.68"",""12.7"",""16.85"",""12.171"",""206"""
"4/4/2021,""7.25"",""71.4"",""34.03"",""16.94"",""47.73"",""16.133"",""197"""
"4/5/2021,""7.42"",""59.3"",""26.65"",""13.34"",""31.49"",""11.54"",""137"""
"4/6/2021,""3.1"",""24.65"",""12.98"",""5.58"",""14.95"",""5.083"",""235"""
"4/7/2021,""3.6"",""36.2"",""11.18"",""6.25"",""14.93"",""7.129"",""161"""
"4/8/2021,""3.1"",""43.63"",""7.1"",""5.53"",""8.5"",""3.954"",""149"""
"4/9/2021,""2.95"",""42"",""10.31"",""5.8"",""12.43"",""6.113"",""190"""
"4/10/2021,""2.47"",""39.53"",""7.61"",""3.55"",""10"",""5.139"",""162"""
"4/11/2021,""2"",""15.43"",""7.45"",""4.44"",""8.83"",""3.248"",""96"""
"4/12/2021,""4.95"",""35.6"",""10.4"",""8.57"",""14.2"",""5.58"",""65"""
"4/13/2021,""2.65"",""49.05"",""12.87"",""4.94"",""18.6"",""10.302"",""108"""
"4/14/2021,""2.35"",""41"",""14.41"",""11.59"",""20.35"",""8.794"",""128"""
"4/15/2021,""2.1"",""18.3"",""9.48"",""6.51"",""11.78"",""3.964"",""96"""
"4/16/2021,""1.37"",""235.5"",""5.97"",""2.85"",""7.53"",""21.024"",""127"""
"4/17/2021,""2.92"",""717.08"",""8.86"",""4.9"",""14.87"",""94.818"",""146"""
"4/18/2021,""1.95"",""54.33"",""13.38"",""4.11"",""18.27"",""10.203"",""129"""
"4/19/2021,""4.03"",""59.55"",""18.3"",""10.58"",""33.86"",""13.499"",""128"""
"4/20/2021,""2.12"",""72.84"",""12.82"",""4.8"",""40.11"",""19.345"",""109"""
"4/21/2021,""1.95"",""41.42"",""5.37"",""3.38"",""15.78"",""11.509"",""117"""
"4/22/2021,""2.77"",""62"",""6.42"",""4.59"",""10.49"",""6.567"",""113"""
"4/23/2021,""2.29"",""15.45"",""4.67"",""3.77"",""8.15"",""3.933"",""111"""
"4/24/2021,""0.93"",""16.57"",""4.2"",""3.15"",""9.05"",""3.413"",""125"""
"4/25/2021,""1.35"",""27.27"",""6.75"",""2.24"",""9.44"",""6.285"",""156"""
"4/26/2021,""2.17"",""30.08"",""4.25"",""2.8"",""12.13"",""7.047"",""133"""
"4/27/2021,""1.4"",""17.12"",""6.42"",""3.06"",""8.52"",""3.546"",""125"""
"4/28/2021,""2.5"",""84.58"",""6.71"",""4.75"",""11.83"",""8.542"",""126"""
"4/29/2021,""2.1"",""104.12"",""7.79"",""3.4"",""16.02"",""11.841"",""114"""
"4/30/2021,""1.98"",""29.05"",""6.28"",""4.3"",""7.8"",""3.522"",""102"""
"5/1/2021,""1.45"",""23.83"",""4.88"",""3.28"",""6.76"",""3.735"",""136"""
"5/2/2021,""1.57"",""26.6"",""6.06"",""3.8"",""9.73"",""4.119"",""134"""
"5/3/2021,""1.07"",""20.32"",""3.42"",""2.7"",""6.6"",""3.198"",""118"""
"5/4/2021,""0.6"",""13.43"",""2.35"",""1.42"",""5.47"",""2.782"",""118"""
"5/5/2021,""1.02"",""15.13"",""3"",""1.57"",""6.5"",""2.824"",""119"""
"5/6/2021,""0.8"",""8.88"",""2.49"",""1.6"",""3.8"",""2.167"",""106"""
"5/7/2021,""0.42"",""19.45"",""3.6"",""1.92"",""4.5"",""2.883"",""122"""
"5/8/2021,""1.42"",""43.75"",""3.52"",""2.42"",""9.19"",""6.096"",""121"""
"5/9/2021,""0.98"",""4.62"",""1.92"",""1.42"",""2.4"",""0.61"",""143"""
"5/10/2021,""1.02"",""7.7"",""2.22"",""1.62"",""3.05"",""1.076"",""134"""
"5/11/2021,""0.53"",""25.57"",""1.82"",""1.1"",""3.58"",""3.144"",""122"""
"5/12/2021,""2.04"",""29.63"",""6.1"",""4.87"",""9.08"",""6.568"",""115"""
"5/13/2021,""1.22"",""12.85"",""5.51"",""2.37"",""7.17"",""2.539"",""144"""
"5/14/2021,""1.14"",""8.73"",""3.09"",""2.58"",""4.09"",""1.354"",""126"""
"5/15/2021,""0.7"",""7.75"",""2.37"",""1.4"",""5.09"",""2.103"",""143"""
"5/16/2021,""1.8"",""34.27"",""4.47"",""2.83"",""7.53"",""5.91"",""144"""
"5/17/2021,""2.83"",""30.6"",""8"",""5.25"",""22.38"",""9.276"",""128"""
"5/18/2021,""2.5"",""12.28"",""4.09"",""3.5"",""5.73"",""1.67"",""109"""
"5/19/2021,""0.4"",""10.6"",""2.61"",""0.99"",""6.92"",""3.384"",""144"""
"5/20/2021,""0.3"",""12.03"",""1.9"",""1.36"",""3.1"",""1.49"",""153"""
"5/21/2021,""0.9"",""13.83"",""1.92"",""1.45"",""2.7"",""1.455"",""146"""
"5/22/2021,""0.82"",""5.83"",""1.7"",""1.32"",""2.02"",""0.843"",""119"""
"5/23/2021,""0.4"",""18.05"",""1.6"",""1.1"",""2.42"",""1.716"",""159"""
"5/24/2021,""0.93"",""12"",""4.25"",""2.87"",""7.47"",""3.049"",""146"""
"5/25/2021,""2.67"",""34.78"",""8.85"",""6.78"",""11.47"",""5.595"",""129"""
"5/26/2021,""0.5"",""13.22"",""1.6"",""0.93"",""4.3"",""3.353"",""161"""
"5/27/2021,""0.55"",""7.85"",""3.09"",""2.29"",""4.53"",""1.523"",""92"""
"5/28/2021,""1.22"",""9.27"",""4.33"",""2.52"",""7.29"",""2.42"",""129"""
"5/29/2021,""1.85"",""10.38"",""4.19"",""2.89"",""4.84"",""1.53"",""124"""
"5/30/2021,""0.3"",""448.67"",""1.98"",""1.1"",""2.7"",""52.257"",""103"""
"5/31/2021,""1.07"",""16.14"",""3.1"",""2.57"",""5.87"",""2.664"",""128"""
"6/1/2021,""3.5"",""38.35"",""12.7"",""7.2"",""20.12"",""7.747"",""99"""
"6/2/2021,""1.55"",""43.58"",""8.73"",""6.58"",""26"",""12.351"",""87"""
"6/3/2021,""0.62"",""49.65"",""12.39"",""9.85"",""31.37"",""12.41"",""62"""
"6/4/2021,""0.6"",""35.75"",""4.9"",""3.12"",""17.3"",""10.031"",""141"""
"6/5/2021,""1.07"",""8.13"",""4.08"",""2.58"",""4.95"",""1.569"",""154"""
"6/6/2021,""1.47"",""6.08"",""3"",""2.5"",""4.18"",""1.192"",""185"""
"6/7/2021,""1.3"",""7.78"",""3.12"",""2.29"",""3.7"",""0.961"",""286"""
"6/8/2021,""0.9"",""16.57"",""3.22"",""2.47"",""4"",""2.57"",""231"""
"6/9/2021,""1.2"",""14.18"",""3.05"",""2.22"",""4.59"",""2.537"",""241"""
"6/10/2021,""0.8"",""7.83"",""2.68"",""1.65"",""3.46"",""1.357"",""176"""
"6/11/2021,""1.02"",""10.63"",""4.09"",""2.24"",""6.07"",""2.575"",""160"""
"6/12/2021,""1.55"",""26.77"",""4.7"",""4"",""5.39"",""3.512"",""117"""
"6/13/2021,""1.1"",""7.25"",""3.05"",""2"",""4.15"",""1.389"",""159"""
"6/14/2021,""1.72"",""28.4"",""7.35"",""4.61"",""12.79"",""6.717"",""161"""
"6/15/2021,""1.37"",""21.75"",""7.53"",""2.95"",""13.1"",""4.891"",""178"""
"6/16/2021,""0.5"",""24.9"",""3.37"",""1.66"",""8.55"",""5.209"",""169"""
"6/17/2021,""4.65"",""25.6"",""10.02"",""8.39"",""12.73"",""3.493"",""169"""
"6/18/2021,""1.37"",""25.3"",""3.85"",""3.2"",""4.72"",""4.804"",""87"""
"6/19/2021,""0.8"",""8.65"",""1.92"",""1.5"",""2.98"",""1.474"",""270"""
"6/20/2021,""0.6"",""43.1"",""1.75"",""1.35"",""5.51"",""11.187"",""301"""
"6/21/2021,""1.47"",""37.65"",""7.78"",""3.3"",""12.76"",""9.153"",""261"""
"6/22/2021,""1"",""27.67"",""3.5"",""1.82"",""6.58"",""3.973"",""227"""
"6/23/2021,""2.65"",""28.4"",""5.55"",""4.59"",""6.67"",""3.159"",""283"""
"6/24/2021,""2.9"",""16.63"",""8.82"",""6.47"",""10.7"",""3.027"",""254"""
"6/25/2021,""3.2"",""12.28"",""7.98"",""5.95"",""9.49"",""2.304"",""288"""
"6/26/2021,""3.4"",""11.25"",""6.57"",""5.18"",""7.82"",""1.747"",""236"""
"6/27/2021,""2.42"",""32.67"",""5.33"",""4.12"",""7.03"",""2.656"",""254"""
"6/28/2021,""5.42"",""27.98"",""12.2"",""8.02"",""19.37"",""5.823"",""286"""
"6/29/2021,""1.3"",""16.67"",""4.25"",""3"",""11.73"",""4.94"",""265"""
"6/30/2021,""1.95"",""10.19"",""5.62"",""3.3"",""7.47"",""2.232"",""279"""
"7/1/2021,""2.5"",""18.48"",""6.17"",""4.09"",""10.72"",""3.929"",""251"""
